research_id,response_id,respondent_id,object,original_response,cleaned_response,translated_response,combined_response,final_response,originality_rater01,utility_rater01
CES201606,2084.2,51,paperclip,je kunt ze ook in de verf of in bietensap dopen en ergens opleggen voor afdruk,verf bietensap dopen ergens opleggen afdruk,paint beetroot juice dip place print somewhere,use paperclip as paint beetroot juice dip place print somewhere,use paperclip as paint beetroot juice dip place print somewhere,3,4
CES201606,934,23,paperclip,verfstokje,verfstokje,paint stick,use paperclip as paint stick,use paperclip as paint stick,3,4
CES201606,1230,28,paperclip,als vermaak,vermaak,entertainment,use paperclip as entertainment,use paperclip as entertainment,3,3
CES201606,1190,27,paperclip,als vervanging van de ritshendel,vervanging ritshendel,replacement zipper handle,use paperclip as replacement zipper handle,use paperclip as replacement zipper handle,3,5
CES201606,1852,46,paperclip,vinger,vinger,finger,use paperclip as finger,use paperclip as finger,3,1
CES201606,935,23,paperclip,vishengel,vishengel,fishing rod,use paperclip as fishing rod,use paperclip as fishing rod,3,3
CES201606,1318,30,paperclip,vork,vork,fork,use paperclip as fork,use paperclip as fork,4,3
CES201606,319,14,paperclip,om vuil onder je nagels mee vandaan te halen,vuil onder nagels vandaan halen,remove dirt from under nails,use paperclip as remove dirt from under nails,use paperclip as remove dirt from under nails,2,5
CES201606,638,18,paperclip,vuil onder je nagels vandaan halen,vuil onder nagels vandaan halen,remove dirt from under nails,use paperclip as remove dirt from under nails,use paperclip as remove dirt from under nails,2,5
CES201606,1673,43,paperclip,alles waarvoor je een ijzerdraadje gebruikt,waarvoor ijzerdraadje gebruikt,for which iron wire is used,use paperclip as for which iron wire is used,use paperclip for for which iron wire is used,3,4
CES201606,1271,29,paperclip,wapen,wapen,weapon,use paperclip as weapon,use paperclip as weapon,2,2
CES201606,1081.3,25,paperclip,ik weet niet hoe het heet,weet niet heet,don't know heat,use paperclip as don't know heat,use paperclip as don't know heat,0,0
CES201606,251,13,paperclip,als je wimpers aan elkaar plakken van de mascara kan je het puntje van een paperclip gebruiken,wimpers elkaar plakken mascara puntje paperclip,eyelashes stick together mascara tip paper clip,use paperclip as eyelashes stick together mascara tip paper clip,use paperclip as eyelashes stick together mascara tip paper clip,4,5
CES201606,545,17,paperclip,een woord van maken,woord,word,use paperclip as word,use paperclip as word,3,4
CES201606,831,20,paperclip,zakjes mee dichtdoen,zakjes dichtdoen,close bags,use paperclip as close bags,use paperclip as close bags,5,
